txn_id,account_id,txn_type,amount
13872,12329,Debit,40667
13873,332,Debit,8746
13874,10213,Debit,14548
13875,13452,Credit,2370
13876,3833,Credit,25433
13877,326,Debit,49080
13878,10374,Debit,42456
13879,10623,Debit,34955
13880,12514,Credit,25363
13881,9644,Debit,14784
13882,6893,Credit,38482
13883,6171,Credit,45585
13884,2544,Credit,29018
13885,10996,Credit,8480
13886,10731,Debit,42667
13887,14920,Debit,8144
13888,2523,Credit,44353
13889,1442,Credit,48926
13890,13119,Credit,6071
13891,2786,Debit,34251
13892,213,Debit,28959
13893,11876,Credit,23583
13894,8978,Debit,41482
13895,1648,Credit,30079
13896,2235,Credit,33222
13897,8709,Credit,23909
13898,11116,Debit,43251
13899,6283,Credit,25500
13900,14326,Debit,38282
13901,956,Debit,38623
13902,11506,Credit,39546
13903,3697,Credit,37018
13904,8375,Debit,8854
13905,9657,Credit,33197
13906,5910,Debit,36179
13907,4742,Credit,2963
13908,3854,Debit,3200
13909,5385,Credit,30413
13910,1338,Credit,6454
13911,12275,Credit,32746
13912,6524,Debit,25724
13913,13898,Debit,37474
13914,10737,Debit,18317
13915,7639,Debit,772
13916,13432,Debit,5668
13917,1029,Debit,31266
13918,3772,Debit,8498
13919,10189,Debit,41942
13920,8166,Credit,42797
13921,233,Debit,14451
13922,2301,Credit,18290
13923,15045,Credit,18756
13924,13209,Credit,22177
13925,8053,Debit,3395
13926,14485,Credit,43739
13927,913,Debit,33724
13928,2340,Debit,16844
13929,3726,Debit,26064
13930,3967,Debit,17203
13931,12475,Debit,16074
13932,2335,Credit,30296
13933,11923,Credit,1381
13934,10893,Debit,7836
13935,1090,Credit,42220
13936,5086,Debit,32370
13937,14385,Debit,36211
13938,10358,Debit,16378
13939,12469,Debit,17583
13940,6821,Debit,20052
13941,7810,Credit,33155
13942,8632,Debit,48056
13943,901,Credit,47283
13944,5975,Debit,7211
13945,3341,Credit,47679
13946,6113,Credit,41820
13947,3719,Debit,6181
13948,12636,Debit,6083
13949,11114,Debit,6899
13950,2850,Debit,4004
13951,3553,Credit,47574
13952,13448,Credit,32591
13953,507,Credit,32138
13954,6292,Debit,26901
13955,2607,Credit,42394
13956,2720,Debit,28512
13957,1111,Debit,37447
13958,10262,Debit,34248
13959,11429,Credit,357
13960,4778,Debit,30601
13961,10890,Debit,3656
13962,14029,Debit,8731
13963,12583,Debit,25600
13964,3008,Debit,10962
13965,14317,Debit,35603
13966,8099,Debit,39964
13967,2786,Debit,8505
13968,8815,Debit,4241
13969,14032,Credit,34145
13970,12482,Credit,4466
13971,10866,Debit,12220
13972,429,Credit,41849
13973,2290,Credit,17281
13974,8241,Debit,20797
13975,11622,Debit,17823
13976,9826,Debit,25304
13977,4825,Debit,35063
13978,12708,Debit,3440
13979,15014,Credit,31582
13980,10710,Debit,14044
13981,4025,Debit,20674
13982,6718,Credit,11626
13983,3449,Credit,25234
13984,9314,Credit,47547
13985,9673,Credit,13710
13986,4280,Credit,49515
13987,6515,Credit,35796
13988,5885,Credit,5551
13989,3355,Debit,12518
13990,14816,Debit,31243
13991,5252,Credit,890
13992,178,Credit,11311
13993,9414,Credit,17964
13994,13710,Credit,31475
13995,313,Debit,33169
13996,8776,Credit,6002
13997,2796,Debit,32688
13998,6744,Credit,35067
13999,14012,Debit,39581
14000,8515,Debit,38678
14001,13366,Debit,27727
14002,10071,Debit,27997
14003,2986,Debit,33782
14004,7303,Credit,45267
14005,1923,Debit,32987
14006,8200,Debit,24445
14007,14626,Credit,2517
14008,10183,Credit,26796
14009,4668,Debit,7146
14010,5039,Credit,27038
14011,476,Credit,42714
14012,10515,Credit,12023
14013,4171,Debit,27012
14014,12106,Debit,44649
14015,800,Credit,2401
14016,1491,Credit,44388
14017,14027,Credit,38655
14018,789,Credit,29617
14019,767,Credit,30143
14020,6333,Debit,6273
14021,10775,Credit,28010
14022,13156,Credit,49295
14023,8513,Debit,41853
14024,14633,Debit,24233
14025,9272,Debit,10374
14026,14004,Credit,32123
14027,9678,Credit,45615
14028,5396,Credit,10969
14029,1020,Debit,12492
14030,720,Credit,25039
14031,11858,Credit,3235
14032,13454,Debit,30903
14033,3360,Debit,21706
14034,1252,Credit,35859
14035,8983,Credit,13104
14036,10134,Credit,29461
14037,12409,Debit,48331
14038,362,Debit,28211
14039,14539,Debit,40429
14040,14541,Debit,32882
14041,5043,Debit,41404
14042,3822,Credit,40624
14043,5938,Credit,3133
14044,1144,Debit,48592
14045,391,Debit,23024
14046,8159,Credit,25203
14047,12006,Debit,173
14048,9129,Debit,5059
14049,14377,Credit,32545
14050,14421,Debit,26975
14051,9952,Debit,3887
14052,4918,Credit,42468
14053,11234,Credit,32466
14054,8571,Credit,15177
14055,11681,Debit,34965
14056,11783,Credit,35369
14057,3104,Debit,46806
14058,922,Debit,40917
14059,11768,Debit,2142
14060,1238,Credit,8355
14061,258,Debit,31787
14062,7234,Debit,27349
14063,3701,Credit,42448
14064,9366,Credit,12567
14065,11995,Credit,12790
14066,4344,Debit,27943
14067,12839,Credit,7828
14068,4722,Credit,18400
14069,10707,Credit,29891
14070,11299,Credit,21559
14071,7509,Debit,48467
14072,14799,Credit,45400
14073,14089,Credit,7739
14074,9803,Credit,33160
14075,10981,Credit,5061
14076,14559,Debit,18488
14077,10318,Debit,16603
14078,14815,Credit,14612
14079,13616,Debit,48929
14080,8503,Credit,13673
14081,10564,Debit,29030
14082,2093,Debit,3799
14083,12637,Credit,46446
14084,6655,Credit,12385
14085,9063,Debit,31994
14086,14649,Debit,27148
14087,13094,Credit,1455
14088,2860,Debit,23782
14089,9603,Credit,27422
14090,3224,Credit,6797
14091,11281,Credit,4713
14092,5583,Credit,38874
14093,11737,Debit,10854
14094,7630,Credit,15778
14095,3716,Credit,11003
14096,2965,Credit,48945
14097,11621,Debit,29418
14098,4048,Debit,5223
14099,9394,Credit,32794
14100,612,Debit,31806
14101,11819,Credit,22449
14102,11383,Debit,36127
14103,2730,Debit,17400
14104,8136,Debit,27176
14105,4415,Debit,15573
14106,11758,Debit,298
14107,2899,Debit,14830
14108,6003,Debit,46837
14109,6293,Credit,34036
14110,12568,Credit,36360
14111,14750,Credit,7937
14112,7075,Credit,5403
14113,6737,Debit,15601
14114,8649,Credit,5088
14115,7027,Debit,7440
14116,14028,Debit,26097
14117,10453,Credit,27730
14118,7327,Credit,3826
14119,3716,Credit,37395
14120,1952,Debit,31355
14121,7929,Debit,512
14122,12703,Credit,24339
14123,14582,Credit,19047
14124,10304,Debit,32327
14125,4282,Credit,15202
14126,1446,Credit,46472
14127,6337,Credit,48474
14128,10095,Debit,4259
14129,14906,Debit,7784
14130,13172,Debit,41109
14131,9278,Debit,15745
14132,10440,Credit,21620
14133,4787,Credit,22121
14134,10894,Credit,2235
14135,3550,Credit,29653
14136,5214,Debit,33662
14137,2790,Debit,27930
14138,3870,Debit,37379
14139,7011,Credit,25415
14140,13068,Credit,33009
14141,4135,Credit,34491
14142,790,Debit,44183
14143,14660,Debit,42868
14144,358,Credit,12132
14145,13824,Debit,18016
14146,4489,Credit,31661
14147,622,Credit,21659
14148,13148,Debit,41732
14149,1814,Debit,10855
14150,12538,Debit,8831
14151,3343,Debit,14557
14152,5595,Credit,17469
14153,12960,Credit,43921
14154,10558,Debit,30581
14155,9706,Credit,34523
14156,831,Debit,43595
14157,8926,Debit,36983
14158,14347,Debit,524
14159,3269,Debit,33099
14160,2844,Credit,13576
14161,3045,Credit,14769
14162,7597,Debit,24296
14163,9714,Debit,49555
14164,12430,Debit,16579
14165,7030,Debit,22857
14166,314,Credit,41409
14167,9073,Credit,21013
14168,11781,Credit,49243
14169,2912,Debit,34915
14170,2780,Debit,23175
14171,14598,Credit,12185
14172,11339,Debit,39693
14173,11920,Debit,49496
14174,11693,Credit,5505
14175,1519,Debit,17331
14176,7288,Credit,35573
14177,12109,Debit,6506
14178,12238,Debit,18634
14179,2309,Debit,23339
14180,6949,Debit,6164
14181,7962,Debit,47585
14182,1261,Credit,24086
14183,14262,Debit,39113
14184,12013,Credit,12189
14185,1314,Credit,6622
14186,3437,Credit,44132
14187,6343,Debit,33696
14188,2794,Credit,19825
14189,6559,Debit,3541
14190,10811,Credit,45210
14191,7819,Debit,12123
14192,5793,Credit,1577
14193,10222,Credit,24989
14194,2662,Debit,29204
14195,14135,Debit,15799
14196,10194,Debit,31080
14197,7065,Debit,10951
14198,10363,Credit,27093
14199,8360,Debit,12425
14200,3580,Credit,43985
14201,136,Debit,27246
14202,8430,Credit,42180
14203,2421,Debit,38750
14204,7172,Debit,29498
14205,6501,Credit,35865
14206,5644,Debit,44834
14207,12792,Debit,9655
14208,7356,Credit,42767
14209,1677,Debit,29165
14210,7658,Credit,34020
14211,12714,Debit,33478
14212,12510,Credit,13368
14213,1463,Credit,49650
14214,12952,Credit,19858
14215,1511,Debit,32495
14216,9181,Debit,3954
14217,11739,Debit,14613
14218,2154,Debit,19932
14219,10243,Debit,13377
14220,9276,Debit,37443
14221,13855,Debit,37273
14222,216,Credit,32166
14223,13683,Debit,29779
14224,10212,Debit,176
14225,14803,Credit,44868
14226,6884,Credit,49581
14227,13704,Debit,3973
14228,9734,Credit,33245
14229,4782,Credit,5764
14230,9515,Debit,25667
14231,7583,Debit,35534
14232,12741,Credit,30997
14233,10341,Debit,22950
14234,12958,Credit,37181
14235,6299,Debit,5866
14236,2509,Debit,33284
14237,11570,Credit,41469
14238,731,Credit,37470
14239,2480,Debit,32262
14240,5392,Credit,27847
14241,2057,Credit,29690
14242,2659,Credit,13280
14243,7576,Debit,9070
14244,3762,Debit,3264
14245,7625,Credit,32750
14246,3922,Debit,37847
14247,6699,Debit,37353
14248,4089,Credit,18602
14249,9133,Debit,33696
14250,3971,Debit,38024
14251,6120,Debit,6790
14252,3245,Credit,16330
14253,12518,Debit,25132
14254,14304,Credit,12694
14255,14943,Credit,37513
14256,1737,Credit,31646
14257,5746,Debit,3986
14258,8773,Debit,29372
14259,14581,Debit,34314
14260,11009,Debit,47905
14261,4774,Debit,21837
14262,5641,Debit,25512
14263,751,Debit,21152
14264,6667,Credit,1114
14265,11546,Debit,39660
14266,9621,Debit,40914
14267,15016,Credit,2574
14268,9857,Debit,5060
14269,11850,Credit,8752
14270,1165,Debit,48513
14271,9027,Credit,25346
14272,8228,Credit,1002
14273,9658,Credit,7921
14274,14376,Debit,12295
14275,14001,Debit,19170
14276,11254,Debit,6812
14277,6915,Debit,4757
14278,14152,Credit,37096
14279,13190,Credit,6819
14280,8677,Credit,3992
14281,11455,Credit,27876
14282,13166,Debit,21576
14283,14865,Debit,41443
14284,14573,Credit,20905
14285,10301,Credit,25335
14286,5971,Credit,24241
14287,3635,Debit,11256
14288,10090,Debit,19384
14289,14898,Credit,43079
14290,12050,Debit,45920
14291,9550,Debit,26031
14292,12757,Debit,10713
14293,4843,Debit,27675
14294,9912,Credit,45499
14295,13132,Debit,7595
14296,10385,Credit,7547
14297,5218,Debit,14860
14298,995,Credit,9741
14299,4863,Credit,2431
14300,6372,Credit,2088
14301,9036,Debit,23062
14302,2853,Debit,39173
14303,3154,Credit,49075
14304,12818,Debit,29771
14305,14104,Debit,28183
14306,4203,Credit,44992
14307,13464,Debit,3192
14308,6033,Credit,8253
14309,3667,Credit,14536
14310,8761,Credit,38060
14311,4832,Debit,32260
14312,12205,Debit,25066
14313,2787,Debit,28921
14314,1300,Credit,44931
14315,11108,Credit,3809
14316,114,Credit,23898
14317,7723,Credit,23796
14318,9124,Debit,33520
14319,6374,Debit,32427
14320,6716,Debit,3181
14321,5478,Debit,45434
14322,8255,Credit,21418
14323,1378,Credit,10256
14324,2918,Credit,6190
14325,5946,Debit,23130
14326,9577,Debit,8291
14327,10293,Credit,3496
14328,14748,Debit,47779
14329,13875,Credit,13381
14330,13979,Credit,26165
14331,8994,Credit,29781
14332,5921,Credit,39293
14333,9122,Debit,5566
14334,9038,Debit,46936
14335,1449,Debit,27423
14336,1825,Credit,12127
14337,5481,Debit,30328
14338,6821,Credit,37971
14339,6702,Credit,45911
14340,2989,Credit,30577
14341,14696,Debit,33924
14342,8367,Debit,4823
14343,1502,Credit,17968
14344,11644,Credit,48634
14345,11386,Debit,19155
14346,8485,Credit,5303
14347,7731,Debit,31996
14348,1099,Credit,22080
14349,3419,Credit,7205
14350,9621,Credit,39034
14351,4945,Debit,47566
14352,7305,Credit,42387
14353,885,Credit,45233
14354,12953,Debit,34096
14355,3115,Credit,17204
14356,2550,Debit,29093
14357,1033,Debit,5543
14358,958,Credit,6315
14359,9350,Debit,24595
14360,9844,Credit,46721
14361,13095,Credit,5557
14362,5867,Debit,49224
14363,13607,Debit,37086
14364,6112,Debit,46361
14365,759,Debit,24538
14366,5833,Credit,18481
14367,8689,Credit,156
14368,9573,Debit,46870
14369,3062,Debit,32988
14370,5449,Debit,39728
14371,4350,Debit,16692
14372,4555,Credit,3332
14373,424,Debit,21210
14374,9336,Debit,46551
14375,11537,Debit,12332
14376,9898,Credit,9393
14377,6524,Debit,37654
14378,10986,Credit,5809
14379,5986,Credit,10643
14380,7440,Credit,443
14381,3648,Debit,28987
14382,4133,Credit,31215
14383,5584,Credit,17020
14384,3517,Credit,33539
14385,14972,Debit,29675
14386,692,Credit,17097
14387,9227,Debit,33439
14388,1734,Credit,17713
14389,12074,Debit,49157
14390,4084,Debit,27272
14391,9535,Debit,39790
14392,7149,Debit,27766
14393,11638,Credit,26335
14394,1658,Debit,42205
14395,8804,Credit,16717
14396,13626,Debit,17100
14397,6123,Debit,48173
14398,6292,Debit,44524
14399,5357,Debit,31220
14400,10826,Debit,32352
14401,7216,Credit,14798
14402,5199,Credit,39569
14403,2956,Credit,10302
14404,668,Debit,6359
14405,6382,Debit,36536
14406,4834,Debit,35086
14407,2059,Credit,13248
14408,6682,Credit,48351
14409,3404,Debit,30959
14410,13333,Credit,30246
14411,4279,Debit,33066
14412,7914,Debit,19926
14413,7084,Debit,370
14414,9644,Credit,38617
14415,7394,Credit,28272
14416,14653,Debit,4132
14417,1534,Debit,32306
14418,9192,Credit,34012
14419,3561,Debit,25891
14420,3717,Debit,29372
14421,5083,Debit,49885
14422,4745,Credit,19012
14423,174,Debit,16189
14424,727,Debit,45208
14425,7284,Debit,4306
14426,4599,Debit,22356
14427,3765,Credit,37406
14428,7646,Debit,16498
14429,5463,Debit,13861
14430,14974,Debit,19943
14431,1853,Debit,49055
14432,15066,Credit,632
14433,238,Credit,48227
14434,2710,Debit,36482
14435,10846,Debit,2235
14436,9162,Debit,23398
14437,13931,Credit,24818
14438,8697,Credit,39735
14439,8799,Debit,47003
14440,2892,Debit,33475
14441,1862,Debit,7665
14442,12710,Credit,41391
14443,1532,Credit,20286
14444,6524,Debit,13829
14445,8290,Debit,30068
14446,6720,Debit,27134
14447,1561,Debit,49109
14448,5558,Credit,44138
14449,11535,Debit,48848
14450,6398,Credit,34204
14451,11856,Debit,280
14452,7296,Credit,33113
14453,13510,Credit,18225
14454,14127,Credit,13110
14455,5620,Debit,497
14456,13495,Credit,35689
14457,2472,Credit,34419
14458,6600,Debit,12673
14459,5929,Credit,11089
14460,14735,Credit,11989
14461,13241,Debit,29902
14462,14822,Debit,8194
14463,2321,Debit,25608
14464,8684,Credit,39196
14465,5757,Credit,31334
14466,11195,Credit,40614
14467,9140,Debit,26019
14468,13059,Credit,25068
14469,10831,Debit,22027
14470,6016,Credit,5127
14471,8944,Debit,37320
14472,11348,Debit,30562
14473,6151,Credit,41215
14474,6272,Debit,33014
14475,6405,Credit,37187
14476,9055,Debit,1785
14477,12828,Credit,25004
14478,10429,Debit,38794
14479,7017,Credit,13004
14480,6944,Credit,10963
14481,6621,Debit,44307
14482,1727,Debit,925
14483,875,Credit,29100
14484,7180,Credit,42408
14485,5878,Credit,14898
14486,564,Debit,15752
14487,4548,Credit,16211
14488,3229,Debit,680
14489,5874,Credit,41011
14490,4879,Credit,33971
14491,10050,Credit,39898
14492,9526,Credit,13948
14493,6697,Debit,4236
14494,250,Credit,31539
14495,1619,Credit,4208
14496,2932,Credit,34958
14497,12513,Credit,19707
14498,12017,Debit,2153
14499,5064,Debit,42526
14500,11733,Credit,47216
14501,889,Debit,27804
14502,2442,Credit,37398
14503,2017,Debit,38945
14504,14792,Debit,13829
14505,9414,Credit,28727
14506,7898,Debit,3596
14507,14683,Debit,31807
14508,13072,Debit,41296
14509,13338,Credit,25266
14510,10381,Credit,44119
14511,2473,Debit,21609
14512,1240,Credit,26646
14513,5228,Credit,49398
14514,6344,Debit,29715
14515,14556,Credit,18945
14516,6938,Credit,28252
14517,7189,Credit,24649
14518,1003,Credit,8305
14519,14404,Debit,49172
14520,14099,Debit,2079
14521,10096,Debit,37172
14522,13181,Debit,36892
14523,8207,Credit,5975
14524,5121,Debit,27127
14525,1418,Debit,39608
14526,4722,Credit,40256
14527,11892,Debit,16316
14528,8285,Debit,3743
14529,9297,Debit,16501
14530,14930,Credit,22414
14531,12964,Debit,14265
14532,4005,Debit,19412
14533,8430,Credit,49244
14534,11526,Credit,5932
14535,6818,Credit,10250
14536,9423,Credit,34181
14537,11293,Debit,18742
14538,14477,Debit,36478
14539,10506,Credit,17114
14540,13831,Debit,6158
14541,11932,Credit,20127
14542,9841,Credit,11871
14543,9160,Debit,17520
14544,7644,Debit,13586
14545,6106,Credit,21445
14546,4344,Debit,19927
14547,2227,Debit,11526
14548,10526,Debit,9144
14549,5497,Debit,42086
14550,9102,Debit,38159
14551,2570,Debit,43576
14552,1152,Credit,29591
14553,3413,Credit,27309
14554,6146,Debit,29747
14555,215,Debit,45791
14556,1829,Debit,26373
14557,6934,Credit,16379
14558,11442,Credit,48492
14559,7912,Debit,35078
14560,10064,Debit,34457
14561,12655,Debit,34094
14562,4291,Debit,43658
14563,9171,Credit,37020
14564,6404,Debit,29316
14565,4015,Debit,33046
14566,4357,Credit,14924
14567,11199,Debit,8005
14568,4085,Debit,28960
14569,8738,Credit,6132
14570,3770,Debit,5249
14571,9535,Debit,25775
14572,1281,Debit,29161
14573,9146,Credit,24280
14574,6172,Credit,30138
14575,13244,Credit,7034
14576,4380,Debit,34397
14577,9929,Credit,47009
14578,11265,Credit,12531
14579,3605,Debit,1653
14580,10159,Credit,20083
14581,7427,Credit,35378
14582,4025,Debit,45261
14583,10629,Credit,2014
14584,4928,Credit,37217
14585,6379,Debit,17426
14586,13151,Debit,26855
14587,12691,Credit,40563
14588,8866,Debit,11948
14589,10743,Debit,32337
14590,13443,Credit,14743
14591,11929,Credit,796
14592,7458,Debit,32619
14593,9979,Credit,8009
14594,10372,Debit,6629
14595,12496,Credit,11139
14596,6907,Credit,14868
14597,7529,Debit,13653
14598,11160,Credit,9498
14599,7580,Credit,42229
14600,4597,Debit,13714
14601,5379,Debit,29349
14602,381,Credit,6454
14603,9905,Debit,14648
14604,13618,Debit,33967
14605,1597,Credit,36309
14606,10152,Credit,4660
14607,7333,Debit,15585
14608,14664,Credit,22907
14609,3115,Debit,5855
14610,8296,Debit,1300
14611,13051,Debit,2837
14612,183,Debit,3675
14613,8581,Debit,43934
14614,8072,Debit,21977
14615,4159,Debit,19239
14616,7840,Credit,24655
14617,6453,Debit,12894
14618,4843,Credit,42314
14619,11314,Debit,16350
14620,4363,Debit,18023
14621,12422,Credit,21139
14622,1486,Debit,28659
14623,3683,Debit,25139
14624,1784,Debit,3689
14625,14274,Debit,18320
14626,10347,Debit,38706
14627,868,Credit,25524
14628,10772,Credit,34337
14629,13599,Debit,12946
14630,7695,Credit,27091
14631,5039,Credit,20954
14632,6368,Credit,2508
14633,12957,Credit,24280
14634,8875,Debit,25210
14635,4106,Debit,5622
14636,9179,Credit,7403
14637,10003,Credit,47925
14638,11475,Debit,27323
14639,2348,Debit,38581
14640,364,Debit,6200
14641,4221,Debit,41735
14642,1250,Credit,48988
14643,646,Credit,42950
14644,13464,Credit,46819
14645,12410,Debit,5812
14646,4559,Debit,8161
14647,4393,Credit,27839
14648,6555,Credit,32588
14649,5633,Debit,8002
14650,3305,Debit,33884
14651,4838,Debit,27341
14652,12463,Debit,41280
14653,7358,Credit,45724
14654,14615,Debit,37106
14655,1766,Debit,30333
14656,824,Credit,35358
14657,6118,Debit,46488
14658,7474,Credit,5156
14659,9250,Credit,32691
14660,6318,Debit,5966
14661,10825,Debit,22544
14662,6131,Credit,2599
14663,14110,Credit,42815
14664,3756,Credit,32795
14665,14204,Debit,40012
14666,1925,Debit,10961
14667,13298,Debit,42927
14668,14523,Debit,20270
14669,4801,Debit,17418
14670,9488,Credit,22605
14671,13294,Debit,34001
14672,12060,Credit,21448
14673,10940,Debit,37763
14674,4825,Credit,21285
14675,3278,Credit,6084
14676,13924,Credit,29634
14677,2691,Credit,6434
14678,527,Debit,22825
14679,3397,Credit,12454
14680,3054,Debit,30158
14681,11600,Debit,36529
14682,243,Credit,22929
14683,8679,Credit,44338
14684,9881,Debit,8903
14685,14145,Debit,31861
14686,4999,Credit,12329
14687,7639,Debit,10713
14688,11264,Debit,5788
14689,7221,Debit,47579
14690,3036,Credit,26745
14691,12672,Debit,22909
14692,14768,Debit,22799
14693,8534,Credit,41494
14694,4360,Credit,7183
14695,2539,Credit,4984
14696,3617,Credit,23830
14697,14046,Debit,18591
14698,13685,Debit,37238
14699,5054,Credit,30258
14700,3297,Credit,15693
14701,297,Debit,27493
14702,685,Debit,40161
14703,974,Credit,48383
14704,5753,Credit,46414
14705,9903,Credit,22720
14706,11244,Credit,12989
14707,2546,Credit,6769
14708,13122,Debit,8953
14709,7408,Debit,49627
14710,1063,Debit,8569
14711,11057,Credit,27540
14712,281,Credit,40170
14713,14248,Credit,36744
14714,8259,Credit,45725
14715,14451,Credit,1572
14716,13842,Credit,26720
14717,14167,Credit,38531
14718,2054,Debit,27269
14719,2937,Credit,15034
14720,2481,Debit,35030
14721,3638,Debit,45263
14722,1484,Credit,18279
14723,3392,Debit,31006
14724,8192,Debit,8933
14725,10416,Debit,27033
14726,5457,Credit,4141
14727,9046,Credit,7760
14728,5667,Credit,32458
14729,5734,Credit,35842
14730,3082,Debit,41621
14731,7227,Debit,35333
14732,3445,Debit,12845
14733,13027,Debit,43290
14734,7839,Debit,5447
14735,6061,Credit,35047
14736,3320,Credit,15548
14737,3161,Debit,28423
14738,3787,Credit,2696
14739,4678,Debit,20372
14740,7409,Credit,6610
14741,4133,Credit,30557
14742,6737,Credit,15082
14743,11314,Debit,21565
14744,14465,Debit,7631
14745,2102,Credit,37814
14746,10044,Credit,43513
14747,8572,Credit,17315
14748,7280,Debit,8777
14749,11861,Debit,18666
14750,6256,Credit,35939
14751,5060,Debit,46600
14752,10384,Credit,37376
14753,8874,Debit,8726
14754,8356,Debit,10952
14755,1020,Credit,33593
14756,12675,Credit,30693
14757,10882,Credit,3793
14758,6999,Debit,33279
14759,878,Credit,32564
14760,7861,Debit,41581
14761,9375,Credit,48481
14762,2132,Debit,49658
14763,9468,Debit,33111
14764,6900,Credit,36680
14765,11058,Debit,21014
14766,7684,Debit,36252
14767,8175,Credit,43429
14768,7466,Debit,30481
14769,7479,Debit,997
14770,10970,Debit,7565
14771,12180,Debit,495
14772,2143,Credit,45779
14773,8299,Debit,37830
14774,14029,Credit,30864
14775,8298,Credit,27991
14776,3925,Credit,35608
14777,9312,Debit,26053
14778,5258,Credit,27290
14779,12259,Debit,5919
14780,15091,Credit,12020
14781,8460,Credit,31039
14782,1759,Debit,16236
14783,5935,Credit,25286
14784,14102,Debit,37094
14785,13100,Debit,43145
14786,6299,Debit,43199
14787,12430,Credit,29870
14788,7773,Credit,47030
14789,14160,Debit,25942
14790,11853,Credit,29244
14791,10113,Credit,34594
14792,10619,Credit,37318
14793,201,Debit,47036
14794,5443,Credit,26223
14795,7327,Credit,41375
14796,13395,Credit,14153
14797,7980,Debit,27503
14798,2988,Debit,23721
14799,5437,Credit,20179
14800,13255,Debit,13564
14801,14733,Debit,30616
14802,4981,Debit,44830
14803,7372,Debit,21188
14804,14175,Credit,29029
14805,14077,Credit,38084
14806,1840,Debit,2070
14807,10498,Credit,873
14808,1083,Debit,34220
14809,9051,Debit,16619
14810,6829,Credit,5165
14811,10206,Credit,21881
14812,11174,Credit,25310
14813,13492,Credit,34322
14814,10126,Debit,31844
14815,11951,Debit,21409
14816,8774,Debit,33842
14817,13138,Debit,1969
14818,4875,Credit,46556
14819,12301,Debit,15187
14820,3144,Credit,18616
14821,3027,Credit,46481
14822,14296,Credit,47756
14823,10424,Debit,16237
14824,12528,Credit,49665
14825,3830,Credit,22185
14826,7135,Credit,37942
14827,6323,Credit,2238
14828,13616,Credit,19701
14829,11258,Credit,39808
14830,5716,Credit,40278
14831,11477,Credit,8393
14832,13616,Debit,37163
14833,11087,Debit,25440
14834,14379,Debit,22761
14835,4567,Credit,17139
14836,317,Credit,16561
14837,6028,Credit,6047
14838,3475,Credit,517
14839,2571,Debit,6253
14840,8463,Credit,23785
14841,10560,Credit,28498
14842,9337,Debit,11812
14843,4287,Debit,23574
14844,600,Credit,14480
14845,9171,Debit,27542
14846,10232,Debit,4592
14847,7773,Debit,13545
14848,4863,Credit,1742
14849,8562,Credit,48585
14850,7857,Credit,35949
14851,14586,Debit,8415
14852,10915,Debit,7205
14853,6878,Credit,7485
14854,8415,Credit,22950
14855,12977,Debit,43891
14856,4062,Debit,37034
14857,8855,Debit,9769
14858,13945,Debit,42604
14859,4508,Debit,1779
14860,11305,Debit,5165
14861,13875,Debit,24564
14862,5130,Credit,17701
14863,3359,Credit,44175
14864,1575,Credit,18326
14865,6873,Credit,27959
14866,9928,Debit,28968
14867,5226,Debit,28572
14868,1687,Credit,16038
14869,13372,Credit,7715
14870,6829,Debit,2934
14871,11553,Debit,6360
14872,847,Credit,33067
14873,10327,Credit,49284
14874,14092,Credit,45655
14875,2753,Debit,26313
14876,3161,Debit,20482
14877,13724,Debit,10895
14878,14573,Debit,16000
14879,12619,Debit,24751
14880,11095,Credit,38902
14881,9326,Credit,35045
14882,8641,Debit,28666
14883,4549,Debit,17436
14884,7808,Debit,28160
14885,11005,Debit,25975
14886,4671,Debit,34290
14887,4272,Credit,18407
14888,9269,Debit,22354
14889,6320,Credit,3532
14890,11148,Debit,22452
14891,10909,Credit,46768
14892,6322,Credit,37815
14893,10937,Credit,12819
14894,10139,Credit,1522
14895,12520,Debit,8592
14896,12779,Credit,22600
14897,11426,Credit,21372
14898,2524,Debit,18898
14899,8540,Credit,11236
14900,13928,Debit,42057
14901,1272,Debit,28194
14902,4528,Credit,26591
14903,14575,Credit,24229
14904,12162,Debit,44226
14905,10069,Debit,5295
14906,8599,Debit,45043
14907,5842,Debit,24943
14908,13161,Credit,45555
14909,5576,Credit,10919
14910,3409,Debit,44830
14911,13062,Debit,1901
14912,5166,Debit,31576
14913,6036,Credit,47179
14914,12116,Debit,33934
14915,14357,Credit,10698
14916,13062,Debit,35799
14917,4141,Debit,36694
14918,11159,Credit,13917
14919,6764,Credit,17805
14920,2767,Credit,49051
14921,2018,Credit,17906
14922,3415,Debit,28047
14923,8823,Credit,6220
14924,9695,Debit,41734
14925,14187,Debit,38630
14926,4883,Debit,15562
14927,11711,Credit,24708
14928,13105,Debit,28828
14929,3809,Debit,40571
14930,10693,Debit,46075
14931,9902,Debit,26112
14932,8595,Credit,33494
14933,10607,Debit,26288
14934,10851,Debit,12613
14935,8675,Debit,49784
14936,14114,Credit,15270
14937,9107,Credit,29627
14938,5480,Credit,45519
14939,9251,Credit,4977
14940,7603,Credit,5481
14941,11566,Debit,9497
14942,259,Credit,20718
14943,8437,Credit,12856
14944,4622,Debit,45300
14945,7615,Debit,10374
14946,4335,Debit,11066
14947,14293,Debit,24797
14948,7511,Debit,14614
14949,2068,Debit,32060
14950,10808,Debit,5566
14951,13945,Debit,10950
14952,11026,Debit,47906
14953,5397,Credit,19963
