account_id,total_transaction_amount,txn_count
3946,15548.0,2
3947,44022.0,2
3948,15809.0,1
3949,64312.0,3
3950,47801.0,2
3951,91080.0,3
3952,58456.0,2
3953,96940.0,4
3954,99440.0,4
3955,110892.0,5
3956,69134.0,3
3957,73926.0,4
3958,27261.0,2
3959,18852.0,1
3960,157782.0,8
3961,175060.0,7
3962,54812.0,3
3963,9731.0,1
3964,84743.0,2
3965,99882.0,4
3966,71043.0,3
3967,80639.0,4
3968,22476.0,2
3969,98361.0,3
3970,73453.0,3
3971,131893.0,5
3972,260225.0,9
3973,81579.0,4
3974,111058.0,4
3975,11655.0,3
3976,93552.0,3
3977,95606.0,3
3978,38002.0,3
3979,187075.0,5
3980,148047.0,6
3981,172596.0,7
3983,42865.0,6
3984,69011.0,3
3985,95779.0,3
3986,11932.0,2
3987,264348.0,7
3988,76248.0,2
3989,133590.0,5
3990,20427.0,1
3992,30651.0,1
3993,79972.0,2
3994,106372.0,3
3995,152111.0,4
3996,80132.0,3
3997,44443.0,3
3998,185563.0,7
3999,114999.0,4
4000,71455.0,2
4001,43425.0,4
4002,117241.0,4
4003,89875.0,3
4004,119181.0,3
4005,74762.0,3
4006,28950.0,1
4007,17619.0,1
4008,151226.0,5
4009,57331.0,3
4010,97880.0,4
4011,14688.0,1
4012,184264.0,7
4013,79757.0,4
4014,175960.0,7
4015,98092.0,3
4016,56588.0,3
4017,56340.0,3
4018,54168.0,3
4019,135947.0,5
4020,195814.0,7
4022,31517.0,1
4023,175457.0,6
4024,56024.0,3
4025,88040.0,4
4026,129856.0,7
4027,88398.0,3
4028,71828.0,4
4029,80920.0,3
4030,68823.0,2
4031,121592.0,4
4032,82578.0,3
4033,114381.0,3
4034,134033.0,4
4035,99337.0,4
4036,62853.0,2
4037,79306.0,2
4038,92984.0,4
4039,30990.0,2
4040,76350.0,4
4041,53454.0,2
4042,59507.0,4
4043,67263.0,3
4044,40128.0,3
4045,51619.0,4
4046,37402.0,2
4047,29928.0,2
4048,71824.0,5
4049,160407.0,6
4050,64184.0,2
4051,44404.0,2
4052,181103.0,5
4053,124036.0,5
4054,117057.0,5
4055,42102.0,2
4056,64996.0,4
4057,53123.0,4
4058,64654.0,4
4059,60809.0,4
4060,82865.0,3
4061,120868.0,5
4062,54609.0,4
4063,28720.0,1
4064,59917.0,3
4065,73684.0,3
4066,97865.0,4
4067,184424.0,6
4068,144164.0,5
4069,102483.0,3
4070,131245.0,4
4071,124762.0,6
4072,57807.0,2
4073,22765.0,3
4074,26539.0,2
4075,145145.0,3
4076,83870.0,4
4077,86000.0,3
4078,57380.0,3
4079,167638.0,4
4080,70895.0,6
4081,31655.0,2
4082,127297.0,4
4084,100903.0,3
4085,136663.0,6
4086,58928.0,3
4087,179762.0,7
4088,21732.0,2
4089,122505.0,4
4090,55216.0,2
4091,64210.0,2
4092,55916.0,2
4093,177992.0,6
4094,156354.0,5
4095,83018.0,3
4096,104452.0,4
4097,19101.0,2
4098,30228.0,3
4099,47982.0,1
4100,97712.0,5
4101,226475.0,7
4102,125219.0,4
4103,103978.0,5
4104,142186.0,6
4105,10754.0,1
4106,68579.0,3
4107,39613.0,2
4108,56365.0,3
4109,143274.0,4
4110,66909.0,2
4111,73614.0,2
4112,56239.0,2
4113,23508.0,1
4114,83199.0,3
4115,80496.0,5
4116,115432.0,4
4117,50124.0,2
4118,291129.0,9
4119,64701.0,3
4120,59941.0,5
4121,64698.0,3
4122,179318.0,6
4123,10463.0,1
4124,78752.0,4
4125,82732.0,3
4126,115559.0,4
4127,21365.0,1
4128,201109.0,5
4129,37885.0,2
4130,73126.0,4
4131,238043.0,7
4132,89911.0,4
4133,95269.0,4
4134,83138.0,3
4135,83808.0,4
4136,78367.0,3
4137,78418.0,2
4138,75283.0,4
4139,125174.0,4
4140,157673.0,6
4141,122541.0,5
4142,15416.0,1
4143,296030.0,12
4144,83249.0,8
4145,83106.0,5
4146,16961.0,3
4147,68505.0,4
4148,75108.0,2
4150,75946.0,3
4151,164384.0,7
4152,81950.0,3
4153,209317.0,6
4154,64017.0,2
4155,111727.0,6
4156,132611.0,5
4157,63672.0,4
4158,55095.0,4
4159,188768.0,6
4160,83003.0,3
4161,116524.0,3
4162,8543.0,1
4163,103405.0,3
4164,67030.0,3
4165,85930.0,2
4166,77921.0,4
4167,67802.0,2
4168,118396.0,7
4169,63679.0,3
4170,132064.0,4
4171,146831.0,5
4172,72385.0,3
4173,38035.0,3
4174,60307.0,3
4175,85029.0,4
4176,80009.0,3
4177,88178.0,4
4178,88006.0,2
4179,74057.0,4
4180,134221.0,5
4181,22231.0,1
4182,76746.0,3
4183,121377.0,3
4184,85909.0,4
4185,172821.0,6
4186,93252.0,4
4187,60127.0,2
4188,75018.0,5
4189,124815.0,4
4190,27166.0,1
4191,26773.0,2
4192,33288.0,1
4193,40576.0,2
4194,141290.0,7
4195,114885.0,3
4196,156011.0,7
4197,132371.0,6
4198,136607.0,6
4199,16809.0,2
4200,101894.0,4
4201,156452.0,6
4202,107973.0,5
4203,143206.0,4
4204,60597.0,2
4205,133303.0,4
4206,122865.0,5
4207,94760.0,5
4208,133975.0,4
4209,43989.0,2
4210,84497.0,2
4211,73556.0,2
4212,72252.0,3
4213,105155.0,5
4214,157920.0,4
4215,25603.0,2
4216,48120.0,1
4217,134881.0,4
4218,81463.0,3
4219,64093.0,3
4220,157612.0,4
4221,70206.0,3
4222,104332.0,3
4223,139675.0,6
4224,112139.0,4
4225,7608.0,1
4226,3294.0,1
4227,93525.0,4
4228,100357.0,3
4229,69170.0,3
4230,34956.0,2
4231,25006.0,2
4232,156601.0,6
4233,99350.0,3
4234,97302.0,3
4235,97100.0,7
4236,68074.0,5
4237,53827.0,2
4238,84545.0,3
4239,103294.0,4
4240,59496.0,4
4241,38502.0,3
4243,22892.0,2
4244,61605.0,2
4245,46776.0,3
4246,118888.0,4
4247,36249.0,3
4248,6221.0,2
4249,86454.0,3
4250,92050.0,3
4251,124020.0,4
4252,77612.0,5
4254,103231.0,5
4255,146671.0,5
4256,51291.0,3
4257,85409.0,4
4258,209575.0,7
4259,20849.0,1
4260,113973.0,4
4261,147923.0,4
4262,127546.0,5
4263,105441.0,4
4264,88053.0,4
4265,46443.0,1
4266,199154.0,5
4267,165296.0,7
4268,105362.0,3
4269,38399.0,3
4270,140801.0,4
4271,13524.0,1
4272,86516.0,3
4274,35098.0,1
4275,22064.0,2
4276,92117.0,4
4277,29410.0,1
4278,118476.0,3
4279,52372.0,2
4280,131049.0,5
4281,109020.0,3
4282,88598.0,3
4283,12105.0,2
4284,87558.0,3
4285,120275.0,3
4286,186029.0,6
4287,66275.0,3
4288,143512.0,7
4289,115776.0,5
4290,80855.0,3
4291,81256.0,2
4292,97809.0,3
4293,186666.0,6
4294,95096.0,4
4296,62598.0,3
4297,72345.0,3
4298,48107.0,4
4299,41842.0,2
4300,5206.0,1
4301,78031.0,2
4302,78841.0,3
4303,63715.0,3
4304,164450.0,8
4305,112627.0,3
4306,103761.0,3
4307,73129.0,4
4308,76762.0,3
4309,72647.0,3
4310,140494.0,5
4312,93300.0,3
4313,118098.0,3
4314,148533.0,5
4315,81674.0,6
4316,101045.0,5
4317,102222.0,4
4318,36787.0,2
4319,126300.0,4
4320,50298.0,2
4321,59773.0,3
4322,54772.0,3
4323,138239.0,4
4324,139188.0,5
4325,44968.0,3
4326,19004.0,1
4327,34297.0,2
4328,77729.0,3
4329,53568.0,5
4330,141826.0,4
4331,97967.0,3
4332,93185.0,3
4333,2315.0,2
4334,40276.0,2
4335,81595.0,3
4336,291556.0,11
4337,68606.0,2
4338,55191.0,4
4339,116090.0,3
4340,54154.0,2
4342,15206.0,1
4343,189259.0,5
4344,124840.0,4
4345,115247.0,3
4346,116564.0,4
4348,4109.0,1
4349,150622.0,5
4350,57755.0,2
4351,46475.0,3
4352,66903.0,4
4353,5031.0,1
4354,102154.0,5
4355,36634.0,1
4356,1870.0,1
4357,147729.0,5
4358,183658.0,8
4359,18125.0,1
4360,67351.0,6
4361,98709.0,4
4362,40248.0,2
4363,60115.0,2
4364,103420.0,5
4365,37990.0,2
4366,44787.0,1
4367,79665.0,3
4368,87095.0,3
4369,33218.0,1
4370,69243.0,2
4371,17176.0,1
4372,87554.0,5
4373,173248.0,6
4374,144659.0,6
4375,87246.0,3
4376,32040.0,1
4377,34560.0,1
4378,25163.0,2
4379,26168.0,2
4380,34397.0,1
4381,43527.0,1
4382,150289.0,5
4383,69332.0,2
4384,46960.0,2
4385,75188.0,3
4386,54759.0,3
4387,6483.0,1
4388,46469.0,1
4389,77444.0,6
4390,47870.0,3
4391,100411.0,4
4392,3742.0,1
4393,59380.0,3
4394,72730.0,3
4395,90068.0,4
4396,62516.0,3
4397,62449.0,2
4398,44679.0,2
4399,21910.0,2
4400,59893.0,2
4401,50914.0,2
4402,56741.0,2
4403,135389.0,5
4404,89155.0,3
4405,39215.0,1
4406,57034.0,2
4407,100034.0,4
4408,144305.0,5
4409,22703.0,2
4410,71188.0,3
4411,49022.0,2
4412,140088.0,6
4413,75444.0,2
4414,80902.0,3
4415,131160.0,5
4416,61075.0,2
4417,55238.0,4
4418,33296.0,3
4419,121664.0,7
4420,75213.0,2
4421,104218.0,3
4422,5260.0,1
4423,5696.0,1
4424,109975.0,4
4425,132537.0,5
4426,113280.0,3
4427,56550.0,3
4431,129558.0,6
4432,123816.0,4
4433,68083.0,4
4434,165262.0,4
4435,189695.0,8
4436,136706.0,5
4437,24275.0,2
4438,42835.0,1
4439,81472.0,2
4440,65637.0,3
4441,167599.0,8
4442,167508.0,6
4443,31261.0,2
4444,108897.0,4
4445,151721.0,5
4446,61464.0,3
4447,81963.0,3
4448,91023.0,3
4449,109508.0,4
4451,77353.0,2
4452,11437.0,1
4453,17421.0,1
4454,88804.0,2
4455,58958.0,2
4456,33898.0,2
4457,97346.0,4
4458,88608.0,4
4459,32520.0,1
4460,93750.0,5
4461,88226.0,3
4462,89160.0,3
4463,74507.0,2
4464,93703.0,4
4465,149593.0,4
4466,48145.0,2
4467,16730.0,2
4468,38560.0,1
4469,102407.0,4
4470,111575.0,4
4471,93157.0,3
4472,49417.0,2
4473,94424.0,4
4475,35292.0,1
4476,168142.0,6
4477,47635.0,1
4478,65395.0,2
4479,37774.0,1
4480,139920.0,5
4481,35036.0,1
4482,201659.0,6
4483,4682.0,2
4484,42775.0,3
4485,74501.0,2
4486,124913.0,6
4487,50870.0,2
4488,39399.0,3
4489,101161.0,5
4490,96096.0,5
4491,64165.0,3
4492,28831.0,2
4493,60314.0,2
4494,82928.0,5
4495,141850.0,6
4496,17326.0,2
4497,157436.0,6
4498,25130.0,1
4499,33251.0,1
4500,158579.0,4
4501,105555.0,4
4502,21299.0,1
4503,65150.0,2
4504,110834.0,5
4505,113139.0,4
4506,114134.0,3
4507,36751.0,3
4508,115603.0,5
4509,39311.0,2
4510,147886.0,4
4511,110779.0,4
4512,54671.0,4
4513,96808.0,3
4514,87038.0,2
4515,116737.0,6
4516,117516.0,7
4517,76987.0,3
4518,184069.0,7
4519,143688.0,5
4520,6366.0,2
4521,16737.0,2
4522,101487.0,3
4523,34866.0,3
4524,151113.0,4
4525,83337.0,4
4526,142667.0,7
4527,131605.0,4
4528,92217.0,3
4529,83509.0,3
4531,86272.0,2
4532,83158.0,2
4533,157253.0,6
4534,2067.0,1
4535,18410.0,2
4536,91162.0,3
4537,43143.0,2
4538,97764.0,5
4539,105518.0,4
4540,422.0,1
4541,22502.0,1
4542,174560.0,7
4543,32630.0,2
4544,118710.0,4
4545,106812.0,4
4547,23121.0,1
4548,47240.0,2
4549,113387.0,6
4550,66323.0,2
4551,120653.0,5
4552,40068.0,1
4553,120378.0,4
4554,17681.0,2
4555,65027.0,3
4556,89629.0,3
4557,90335.0,3
4558,54818.0,3
4559,72503.0,3
4560,116871.0,5
4561,87087.0,3
4562,25133.0,2
4563,74108.0,2
4564,118692.0,5
4565,89146.0,3
4566,156434.0,7
4567,17139.0,1
4568,137919.0,4
4569,58789.0,3
4570,105206.0,4
4571,159643.0,4
4572,131385.0,4
4573,1324.0,1
4574,80678.0,2
4575,83022.0,4
4576,141214.0,5
4577,54597.0,2
4578,96549.0,4
4579,35010.0,2
4580,108118.0,4
4582,20362.0,1
4583,45717.0,2
4584,132791.0,3
4586,74812.0,4
4587,130461.0,5
4588,125350.0,3
4589,87493.0,4
4590,47957.0,2
4591,116981.0,6
4592,65358.0,4
4593,58309.0,3
4594,96128.0,4
4595,96322.0,3
4596,27850.0,2
4597,123627.0,5
4598,46335.0,1
4599,54225.0,3
4600,114311.0,3
4601,70203.0,4
4602,54104.0,3
4603,94198.0,5
4604,118511.0,5
4605,124182.0,5
4606,111530.0,5
4607,152425.0,6
4608,96318.0,4
4609,4824.0,1
4610,20140.0,2
4611,144676.0,6
4612,21058.0,2
4613,32502.0,1
4614,10311.0,1
4615,82397.0,2
4616,245404.0,9
4617,36537.0,3
4618,58319.0,4
4619,99158.0,5
4621,113692.0,4
4622,119432.0,4
4623,36265.0,2
4624,44693.0,2
4626,66933.0,3
4627,99686.0,4
4628,10598.0,1
4629,83450.0,4
4630,59230.0,4
4631,109922.0,4
4632,83273.0,3
4634,55611.0,3
4636,33188.0,1
4637,36425.0,3
4640,108430.0,4
4641,15386.0,1
4642,128514.0,5
4643,16009.0,2
4644,96009.0,3
4645,77807.0,4
4647,83246.0,2
4648,94975.0,4
4649,57092.0,4
4650,27227.0,3
4651,40014.0,1
4652,95931.0,2
4653,80011.0,3
4654,109721.0,4
4655,126379.0,4
4656,69472.0,2
4657,69740.0,4
4658,75266.0,3
4659,78280.0,4
4660,71103.0,3
4661,97722.0,3
4663,108169.0,4
4664,39520.0,1
4665,92869.0,4
4666,15821.0,3
4667,118894.0,4
4668,72531.0,6
4670,34393.0,1
4671,88231.0,4
4672,127764.0,4
4673,22598.0,1
4674,91662.0,3
4675,191459.0,5
4676,191752.0,5
4677,5827.0,1
4678,57542.0,5
4679,73457.0,4
4680,30984.0,1
4681,96572.0,3
4682,73292.0,3
4683,149262.0,6
4684,54731.0,3
4685,9464.0,1
4686,3891.0,1
4687,77668.0,4
4688,74135.0,2
4689,95567.0,4
4690,48954.0,1
4691,47390.0,2
4692,53440.0,2
4693,111862.0,5
4694,54604.0,3
4695,84228.0,6
4696,106423.0,3
4697,42781.0,2
4698,41120.0,4
4699,30408.0,1
4700,198885.0,6
4701,105851.0,4
4702,96289.0,4
4703,42856.0,2
4704,43316.0,1
4705,37524.0,2
4706,58426.0,2
4707,89944.0,5
4709,56540.0,3
4710,90107.0,3
4711,139194.0,5
4712,59387.0,2
4713,146637.0,5
4714,87321.0,3
4715,49624.0,1
4716,83380.0,3
4717,62692.0,3
4718,30488.0,2
4719,43770.0,2
4720,38747.0,3
4721,79408.0,4
4722,173242.0,6
4723,20028.0,1
4724,68064.0,2
4725,173343.0,7
4726,31463.0,1
4727,115182.0,6
4728,97963.0,4
4729,98031.0,4
4730,50189.0,2
4731,112457.0,4
4732,66351.0,2
4733,102789.0,4
4734,10768.0,1
4735,19384.0,1
4736,60993.0,3
4737,139906.0,5
4738,100370.0,5
4739,94214.0,2
4740,23907.0,2
4741,38666.0,2
4742,114494.0,6
4743,106095.0,4
4744,105762.0,5
4745,111701.0,3
4746,152803.0,5
4747,44218.0,1
4748,65515.0,2
4749,45824.0,1
4750,67057.0,2
4751,95819.0,4
4752,13691.0,3
4753,53247.0,3
4754,106109.0,3
4755,119146.0,3
4756,121695.0,5
4757,43054.0,2
4758,58732.0,3
4759,99081.0,4
4760,152858.0,5
4761,17364.0,1
4762,124043.0,4
4763,157108.0,6
4764,234995.0,7
4765,130229.0,4
4766,69078.0,2
4767,4887.0,2
4768,43885.0,1
4769,146207.0,4
4770,50257.0,2
4771,90252.0,5
4772,75006.0,4
4773,108570.0,4
4774,25109.0,2
4775,86185.0,6
4776,91245.0,5
4777,169353.0,6
4778,123131.0,4
4779,76532.0,4
4780,94521.0,3
4782,52114.0,3
4783,50757.0,2
4784,86932.0,3
4785,136445.0,7
4786,34003.0,1
4787,144748.0,5
4788,127895.0,5
4789,101821.0,4
4790,95549.0,4
4791,23635.0,1
4792,86574.0,5
4793,166180.0,7
4794,101920.0,3
4795,75524.0,3
4796,152685.0,5
4797,73262.0,2
4798,108871.0,4
4799,165468.0,5
4800,33802.0,2
4801,197407.0,6
4802,48557.0,4
4803,49738.0,2
4804,156535.0,6
4805,65337.0,2
4806,58202.0,3
4807,33004.0,3
4808,80404.0,3
4809,51348.0,3
4810,82445.0,3
4811,123024.0,5
4812,56571.0,2
4813,59215.0,3
4814,16372.0,2
4815,136975.0,6
4816,171292.0,5
4817,47885.0,2
4818,115744.0,4
4819,104342.0,4
4820,34355.0,1
4821,92457.0,4
4822,49474.0,3
4823,59856.0,2
4824,21632.0,1
4825,188693.0,5
4826,77778.0,4
4827,160881.0,6
4828,62737.0,5
4829,141076.0,4
4830,109744.0,5
4831,82167.0,3
4832,165287.0,6
4833,117711.0,5
4834,141243.0,6
4835,53545.0,2
4836,107594.0,3
4837,101906.0,6
4838,137052.0,5
4839,25178.0,2
4840,58942.0,3
4841,69463.0,2
4842,68410.0,3
4843,114976.0,4
4844,221444.0,6
4845,141458.0,5
4846,85073.0,4
4847,34876.0,2
4848,68762.0,3
4849,49480.0,2
4850,68582.0,2
4851,96734.0,4
4852,37820.0,2
4853,82228.0,4
4854,20471.0,2
4855,53351.0,3
4856,120936.0,3
4857,78950.0,3
4858,109439.0,3
4859,98339.0,3
4860,89662.0,2
4861,146818.0,5
4862,46192.0,1
4863,143677.0,7
4865,48831.0,2
4866,135592.0,5
4867,27253.0,2
4868,62153.0,2
4870,114355.0,4
4871,59611.0,3
4872,89796.0,4
4873,102336.0,4
4874,41941.0,3
4875,142643.0,5
4876,219812.0,8
4877,90098.0,3
4878,104703.0,4
4879,83108.0,2
4880,105379.0,4
4881,53743.0,2
4882,119700.0,4
4883,117493.0,5
4884,40007.0,3
4885,218325.0,7
4886,80617.0,4
4887,58839.0,2
4888,61471.0,2
4889,86152.0,4
4890,64966.0,4
4891,94958.0,4
4892,169663.0,6
4893,50392.0,2
4894,82751.0,4
4895,119471.0,3
4896,13101.0,2
4897,83277.0,4
4898,46975.0,2
4899,8840.0,2
4900,110181.0,4
4901,164716.0,5
4902,47568.0,3
4903,141986.0,6
4904,67935.0,2
4905,87892.0,3
4906,79295.0,3
4907,36309.0,2
4908,105496.0,4
4909,88472.0,3
4910,67698.0,3
4911,189213.0,9
4912,220012.0,6
4913,113138.0,4
4914,32907.0,2
4915,147924.0,5
4916,51169.0,3
4917,136886.0,5
4918,225426.0,8
4919,87330.0,3
4920,46664.0,1
4921,168574.0,7
4922,35190.0,1
4923,33845.0,3
4924,123405.0,5
4925,122674.0,4
4926,150391.0,6
4927,79676.0,4
4928,150801.0,5
4929,50310.0,4
4930,105531.0,3
4931,23142.0,1
4932,167761.0,4
4933,4092.0,1
4934,39014.0,3
4935,94946.0,4
4936,72312.0,3
4937,72871.0,4
4938,202883.0,8
4939,116275.0,6
4940,104328.0,5
4941,134623.0,4
4942,116283.0,5
4943,55543.0,2
4944,45261.0,1
4945,167222.0,7
4946,101645.0,5
4948,111932.0,5
4949,106217.0,3
4950,209495.0,7
4951,47197.0,1
4952,68775.0,3
4953,110993.0,5
4954,102056.0,3
4955,160857.0,7
4956,47582.0,1
4957,81744.0,4
4958,64344.0,3
4959,52309.0,2
4960,193074.0,7
4961,88399.0,3
4962,40182.0,1
4963,66386.0,6
4964,67582.0,3
4965,235228.0,9
4966,172541.0,6
4967,81089.0,5
4968,106565.0,4
4969,113587.0,4
4970,94675.0,4
4971,60790.0,2
4972,71744.0,3
4974,95517.0,2
4975,86170.0,3
4976,8320.0,2
4977,132123.0,5
4978,87027.0,2
4979,91239.0,5
4980,19453.0,1
4981,173634.0,5
4982,38245.0,2
4983,11960.0,1
4984,183193.0,6
4985,24727.0,2
4986,176005.0,6
4987,106639.0,4
4988,24349.0,2
4989,79894.0,3
4990,66033.0,2
4991,109276.0,4
4992,48081.0,1
4993,10860.0,2
4994,38451.0,1
4995,100840.0,4
4996,33802.0,3
4997,93686.0,4
4998,71704.0,3
4999,139686.0,6
5000,80173.0,3
5001,142036.0,4
5002,75151.0,4
5003,129601.0,4
5004,172509.0,7
5005,77732.0,2
5006,135824.0,6
5007,47822.0,3
5008,157306.0,4
5009,100497.0,4
5010,134638.0,5
5011,7715.0,1
5012,85930.0,2
5013,58250.0,4
5014,27469.0,2
5015,52279.0,5
5016,25605.0,2
5017,97315.0,4
5018,84947.0,4
5019,22842.0,3
5020,100371.0,6
5021,75904.0,3
5022,101733.0,4
5023,150998.0,4
5024,44595.0,2
5025,92458.0,4
5026,115021.0,4
5027,86315.0,4
5028,337.0,1
5029,17342.0,1
5030,114111.0,4
5031,53180.0,2
5032,157927.0,6
5033,29627.0,2
5034,103191.0,3
5035,6048.0,1
5036,54379.0,2
5037,90182.0,3
5038,24209.0,2
5039,199799.0,9
5040,193950.0,5
5041,34320.0,2
5042,141105.0,5
5043,47530.0,3
5044,132706.0,4
5045,51028.0,2
5046,128466.0,6
5047,81872.0,4
5048,49430.0,1
5049,37277.0,1
5050,31586.0,2
5051,158221.0,8
5052,139237.0,5
5053,197558.0,6
5054,119383.0,3
5055,32653.0,2
5056,39006.0,1
5058,200468.0,7
5059,22764.0,1
5060,62073.0,3
5061,111909.0,4
5062,12316.0,2
5064,89549.0,3
5065,59986.0,3
5066,30181.0,1
5067,172756.0,6
5068,53071.0,2
5069,70472.0,4
5070,196108.0,7
5071,61232.0,4
5072,53774.0,4
5073,97867.0,4
5074,125379.0,4
5075,15160.0,1
5076,122335.0,6
5077,55041.0,2
5078,140264.0,4
5079,39925.0,3
5080,53879.0,2
5081,35794.0,4
5082,126248.0,5
5083,98643.0,2
5084,14899.0,2
5085,29625.0,3
5086,132197.0,4
5087,62626.0,3
5088,43766.0,4
5089,119796.0,5
5090,89766.0,4
5091,151643.0,4
5092,86744.0,3
5093,82525.0,2
5094,48931.0,1
5095,92781.0,4
5096,64116.0,2
5097,27278.0,2
5098,98997.0,2
5099,100779.0,3
5100,82322.0,3
5101,66742.0,3
5102,154024.0,6
5103,128803.0,5
5104,882.0,1
5105,89868.0,3
5106,216672.0,7
5107,78933.0,2
5108,5368.0,1
5109,71317.0,2
5110,171225.0,5
5111,144689.0,7
5112,20804.0,1
5113,120734.0,4
5114,171883.0,6
5115,54270.0,4
5116,102995.0,4
5117,50220.0,3
5118,94570.0,2
5119,25148.0,1
5120,77893.0,3
5121,48078.0,3
5122,34886.0,2
5123,125613.0,3
5124,43392.0,2
5125,91370.0,3
5126,133569.0,3
5127,104237.0,4
5128,189102.0,7
5129,8938.0,1
5130,100248.0,5
5131,99556.0,5
5132,51134.0,2
5133,39906.0,2
5134,97635.0,3
5135,150364.0,7
5136,46449.0,2
5137,58258.0,2
5138,118386.0,4
5139,136504.0,4
5140,183917.0,5
5141,184911.0,7
5142,20870.0,2
5143,6496.0,1
5144,84963.0,3
5145,31832.0,1
5146,68741.0,4
5147,97379.0,5
5148,79788.0,2
5149,7462.0,1
5151,104506.0,4
5152,42827.0,1
5153,15222.0,3
5154,46467.0,4
5155,78833.0,6
5156,94618.0,4
5157,103086.0,5
5158,33803.0,1
5159,99361.0,3
5160,87706.0,3
5161,29510.0,1
5162,48015.0,2
5163,86298.0,4
5164,40350.0,2
5165,119215.0,4
5166,50011.0,2
5167,145865.0,7
5168,70223.0,3
5169,74548.0,2
5170,148830.0,5
5171,115999.0,5
5172,99338.0,3
5173,118253.0,4
5174,143935.0,5
5175,39965.0,1
5176,10953.0,1
5177,156629.0,5
5178,76150.0,4
5179,143424.0,7
5180,35897.0,1
5181,4456.0,1
5182,98822.0,4
5183,34916.0,1
5184,54637.0,2
5185,136900.0,7
5186,66874.0,3
5187,25184.0,1
5188,36780.0,1
5189,78998.0,6
5190,98856.0,7
5191,192743.0,5
5192,79787.0,3
5193,36653.0,2
5194,86993.0,4
5195,1640.0,1
5196,159163.0,5
5197,42317.0,3
5198,153511.0,4
5199,87795.0,3
5200,35377.0,2
5202,42884.0,1
5203,132159.0,4
5204,193558.0,6
5205,137761.0,5
5206,109485.0,4
5207,21923.0,1
5208,1455.0,1
5209,53643.0,3
5210,41883.0,3
5211,68263.0,3
5212,49737.0,2
5213,141481.0,4
5214,94388.0,3
5215,51758.0,3
5216,36882.0,4
5217,70607.0,2
5218,132523.0,5
5219,62550.0,3
5220,48219.0,2
5221,233522.0,8
5222,83493.0,4
5223,804.0,1
5224,104411.0,5
5225,33833.0,2
5226,133097.0,5
5227,118084.0,4
5228,120373.0,4
5229,91599.0,4
5230,123902.0,5
5231,132126.0,8
5232,63087.0,2
5234,139374.0,5
5235,69709.0,4
5236,185035.0,5
5237,75260.0,3
5238,159311.0,5
5239,86731.0,3
5240,32378.0,1
5241,62811.0,2
5242,114455.0,4
5243,106191.0,4
5244,85804.0,2
5245,48300.0,2
5246,80751.0,4
5247,178222.0,6
5248,43375.0,3
5249,15195.0,2
5251,42362.0,1
5252,82033.0,4
5253,69101.0,3
5254,19711.0,3
5255,16782.0,2
5256,10459.0,1
5257,143180.0,5
5258,95557.0,4
5259,23983.0,2
5260,104299.0,3
5261,94874.0,4
5262,157550.0,6
5263,82621.0,4
5264,94086.0,4
5265,76727.0,2
5266,134779.0,3
5267,163131.0,8
5268,65265.0,2
5269,65985.0,2
5270,2219.0,1
5271,71948.0,3
5272,91056.0,4
5273,95383.0,4
5274,48482.0,3
5275,88810.0,3
5276,88956.0,4
5277,125548.0,5
5278,108571.0,4
5279,84958.0,3
5280,148913.0,4
5281,28974.0,1
5282,150889.0,7
5283,60487.0,2
5284,113251.0,4
5285,68756.0,2
5286,9729.0,1
5288,82678.0,5
5289,14015.0,1
5290,18673.0,3
5291,25412.0,2
5293,88267.0,3
5294,54657.0,2
5295,43919.0,1
5296,31917.0,3
5297,51398.0,3
5298,86073.0,4
5299,78148.0,3
5300,85788.0,3
5301,101522.0,3
5302,73999.0,3
5303,223817.0,8
5304,42543.0,3
5305,80420.0,3
5306,97255.0,5
5307,72004.0,3
5308,35772.0,2
5309,22111.0,2
5310,35196.0,2
5311,15596.0,1
5312,209522.0,8
5313,58381.0,2
5314,42375.0,1
5315,92228.0,5
5316,46525.0,3
5317,14072.0,2
5318,108854.0,3
5319,64047.0,3
5320,89096.0,4
5321,103665.0,4
5322,132756.0,4
5323,73361.0,4
5325,55863.0,3
5326,125827.0,4
5327,28495.0,3
5328,67322.0,2
5329,162888.0,5
5330,30536.0,2
5331,79819.0,3
5332,210894.0,8
5333,119122.0,5
5334,189384.0,7
5335,143678.0,5
5336,31578.0,2
5337,1481.0,1
5338,68060.0,4
5339,204130.0,6
5340,125724.0,6
5341,54741.0,4
5342,73290.0,4
5343,102944.0,3
5344,20229.0,1
5345,48234.0,2
5346,113586.0,5
5347,27905.0,3
5348,45496.0,2
5349,127199.0,4
5350,76412.0,2
5351,64093.0,2
5352,101541.0,6
5353,132836.0,5
5354,165395.0,5
5355,108487.0,4
5356,60209.0,2
5357,60470.0,3
5358,122482.0,4
5359,68117.0,4
5360,140849.0,4
5361,142339.0,4
5362,104122.0,5
5363,96470.0,3
5364,52531.0,2
5365,72450.0,4
5366,62280.0,2
5367,162570.0,6
5368,77371.0,4
5369,66003.0,4
5371,92301.0,5
5372,165.0,1
5373,15116.0,2
5374,50072.0,2
5375,71806.0,4
5376,104558.0,3
5377,89462.0,3
5378,39267.0,1
5379,102882.0,4
5380,188976.0,7
5381,182225.0,6
5382,87213.0,3
5383,87447.0,4
5384,27925.0,1
5385,33291.0,2
5386,61834.0,4
5387,83314.0,2
5388,217446.0,7
5389,84073.0,4
