account_id,customer_id,account_type,balance
2938,9813,Current,496978
2939,656,Current,227536
2940,5688,Savings,146844
2941,7491,Current,193003
2942,1644,Savings,495963
2943,7405,Current,389874
2944,9739,Savings,98631
2945,2378,Savings,393210
2946,8433,Savings,308377
2947,9190,Current,129430
2948,2854,Current,297125
2949,4916,Current,155684
2950,9105,Current,29805
2951,7857,Savings,432867
2952,1577,Current,290414
2953,5220,Current,292683
2954,3312,Savings,129805
2955,5208,Current,479942
2956,4825,Savings,315786
2957,8516,Savings,301728
2958,4830,Savings,80665
2959,225,Current,67195
2960,7989,Savings,182869
2961,3838,Current,399654
2962,627,Current,441788
2963,5534,Current,42866
2964,6700,Savings,436611
2965,7055,Savings,39001
2966,5700,Current,260094
2967,7088,Savings,115156
2968,1479,Savings,197708
2969,7179,Savings,126724
2970,9411,Savings,496892
2971,5528,Savings,195480
2972,1907,Current,25487
2973,5564,Savings,426010
2974,8016,Current,448301
2975,3635,Current,211962
2976,4267,Savings,233837
2977,1909,Savings,184977
2978,5888,Current,283990
2979,8139,Current,329775
2980,9362,Savings,304249
2981,1937,Current,368004
2982,2572,Savings,406593
2983,1724,Current,454449
2984,6328,Savings,16803
2985,7567,Current,392070
2986,1801,Savings,213842
2987,838,Current,109891
2988,4771,Current,37558
2989,4317,Current,58755
2990,4835,Savings,205402
2991,1460,Current,261976
2992,1067,Current,463331
2993,5662,Savings,361538
2994,3343,Savings,75286
2995,6954,Savings,361512
2996,5143,Current,389312
2997,7848,Current,254482
2998,9964,Savings,247432
2999,6544,Current,404582
3000,9482,Savings,234168
3001,3882,Current,320175
3002,3582,Current,482607
3003,8932,Savings,92954
3004,1019,Current,393924
3005,1417,Current,56408
3006,3172,Current,274981
3007,3716,Savings,65564
3008,6651,Savings,203461
3009,552,Savings,201894
3010,1312,Current,469864
3011,6125,Current,52050
3012,3290,Savings,9889
3013,6092,Savings,401371
3014,8522,Savings,50097
3015,5636,Savings,392613
3016,8159,Current,52953
3017,426,Savings,267822
3018,9213,Current,95046
3019,9655,Current,354765
3020,4000,Savings,476577
3021,2231,Savings,362433
3022,2274,Savings,398689
3023,7158,Current,62677
3024,8554,Savings,462370
3025,7926,Current,281697
3026,2861,Current,134141
3027,8486,Current,23248
3028,4647,Current,365894
3029,5384,Current,109964
3030,7780,Current,345086
3031,6599,Savings,325864
3032,3306,Savings,233081
3033,2365,Current,328917
3034,8978,Current,267597
3035,449,Current,314878
3036,9767,Current,383078
3037,1660,Savings,299632
3038,5870,Current,94634
3039,6983,Savings,241269
3040,3508,Savings,316392
3041,7643,Current,132524
3042,4801,Current,433840
3043,1497,Current,94564
3044,411,Current,319741
3045,4956,Current,146372
3046,5100,Savings,156060
3047,227,Savings,157297
3048,7848,Savings,274987
3049,1809,Savings,151158
3050,5338,Savings,483007
3051,5524,Savings,311235
3052,8240,Current,34715
3053,160,Current,212683
3054,5625,Current,175951
3055,2107,Current,162935
3056,163,Current,316711
3057,3646,Current,261550
3058,5331,Savings,145487
3059,6385,Savings,132010
3060,7742,Savings,450697
3061,2746,Current,218821
3062,7719,Savings,92125
3063,1263,Savings,44676
3064,2346,Savings,59243
3065,1985,Current,81775
3066,7401,Current,220161
3067,7729,Current,27790
3068,2764,Current,230407
3069,8214,Current,137973
3070,8827,Savings,282008
3071,7299,Current,107929
3072,9764,Current,109680
3073,5442,Current,336996
3074,5543,Savings,275844
3075,8011,Current,337961
3076,258,Current,327077
3077,5330,Savings,46318
3078,4215,Savings,359609
3079,4409,Savings,88146
3080,8041,Current,354519
3081,9663,Current,296039
3082,7498,Current,5665
3083,3032,Savings,70467
3084,5296,Current,80176
3085,9780,Current,288504
3086,9270,Current,228769
3087,4697,Savings,113175
3088,9425,Current,220881
3089,6522,Savings,143032
3090,8447,Current,308019
3091,9022,Current,35954
3092,5293,Current,13470
3093,8689,Current,424544
3094,7735,Current,334149
3095,8326,Current,160480
3096,5630,Savings,477143
3097,6539,Savings,184816
3098,6046,Savings,417582
3099,6072,Current,335462
3100,4118,Current,170172
3101,563,Current,436061
3102,1750,Savings,331970
3103,4776,Savings,291037
3104,1952,Savings,231322
3105,9621,Current,160441
3106,4220,Current,485249
3107,1943,Savings,170332
3108,5747,Current,201108
3109,6189,Current,290880
3110,3897,Current,266532
3111,6009,Savings,312370
3112,9931,Current,134018
3113,5333,Savings,166084
3114,8400,Savings,287400
3115,4674,Current,288731
3116,7255,Current,60478
3117,5876,Savings,271449
3118,5851,Savings,251241
3119,2368,Savings,296102
3120,7248,Savings,250804
3121,9567,Current,64946
3122,4446,Savings,463885
3123,1067,Savings,399699
3124,3653,Savings,188721
3125,4672,Savings,302324
3126,205,Current,55488
3127,4652,Current,282683
3128,5156,Current,495722
3129,356,Savings,93474
3130,4028,Savings,404695
3131,4698,Current,134587
3132,5207,Savings,152387
3133,6551,Savings,421627
3134,4331,Savings,48962
3135,5168,Savings,453177
3136,1095,Current,462969
3137,8560,Current,485138
3138,2601,Current,189028
3139,3724,Current,499867
3140,4212,Current,6464
3141,806,Current,388757
3142,3975,Current,386655
3143,3465,Current,318168
3144,5419,Savings,356997
3145,7105,Savings,437154
3146,3679,Savings,28917
3147,3570,Current,400940
3148,8011,Savings,499540
3149,4243,Savings,276043
3150,8147,Savings,392778
3151,2210,Savings,122941
3152,9802,Current,86408
3153,6800,Current,59757
3154,5525,Current,313547
3155,2949,Savings,375700
3156,6105,Current,341956
3157,8381,Current,143255
3158,6054,Savings,147097
3159,6124,Savings,160619
3160,8898,Current,48919
3161,9049,Current,406420
3162,5350,Savings,217380
3163,2704,Current,480941
3164,2777,Current,41783
3165,7652,Current,95687
3166,7846,Savings,442553
3167,1294,Savings,133348
3168,3861,Current,272096
3169,9684,Current,396623
3170,8556,Current,183747
3171,4200,Current,300877
3172,8544,Savings,48948
3173,5487,Savings,93358
3174,3922,Savings,263104
3175,4844,Savings,155514
3176,3784,Savings,441721
3177,8654,Current,230413
3178,8625,Current,279338
3179,1516,Savings,320423
3180,8544,Current,152502
3181,8355,Current,46291
3182,9084,Savings,150168
3183,7552,Current,264923
3184,6048,Savings,229191
3185,3832,Current,171215
3186,4701,Current,80447
3187,99,Savings,55436
3188,3406,Current,115042
3189,1061,Current,431432
3190,9564,Current,325182
3191,672,Current,175622
3192,6704,Savings,198634
3193,9258,Savings,98124
3194,6502,Current,306294
3195,1370,Current,230774
3196,8777,Savings,200912
3197,5922,Current,212553
3198,4912,Savings,129741
3199,1611,Savings,430834
3200,713,Current,78095
3201,2116,Current,163542
3202,1703,Savings,214627
3203,3347,Current,410342
3204,3265,Current,420720
3205,3525,Current,60674
3206,6211,Current,318363
3207,11,Current,339641
3208,842,Savings,88787
3209,8824,Savings,54336
3210,4566,Savings,229440
3211,2397,Savings,329041
3212,7550,Savings,150576
3213,2832,Savings,33054
3214,7666,Savings,223040
3215,7566,Current,473176
3216,8483,Current,469777
3217,971,Current,139328
3218,660,Savings,93935
3219,7809,Current,123884
3220,1816,Current,261026
3221,9431,Current,15824
3222,9486,Current,246344
3223,2772,Savings,179631
3224,3547,Current,107118
3225,6431,Current,363395
3226,5628,Savings,185033
3227,1418,Current,379071
3228,4542,Savings,244760
3229,615,Savings,495040
3230,6389,Current,73928
3231,1891,Savings,441392
3232,2654,Current,319177
3233,7783,Current,113025
3234,4183,Savings,193781
3235,7857,Current,93694
3236,4992,Savings,419790
3237,8042,Savings,311495
3238,1153,Current,195145
3239,4049,Current,342079
3240,6818,Current,30810
3241,5006,Savings,385115
3242,7846,Current,129360
3243,4110,Savings,58903
3244,6943,Current,283186
3245,1482,Savings,304642
3246,3959,Savings,258437
3247,9253,Current,192418
3248,5643,Savings,201322
3249,1866,Savings,322936
3250,2343,Current,356692
3251,201,Savings,8369
3252,6666,Savings,56465
3253,7182,Savings,395543
3254,7734,Current,13655
3255,5127,Savings,226048
3256,2373,Current,156064
3257,9208,Current,280017
3258,5784,Savings,422961
3259,5788,Savings,496095
3260,7237,Savings,93882
3261,9631,Current,41339
3262,7810,Savings,387440
3263,5309,Current,116309
3264,966,Savings,333336
3265,1297,Savings,353846
3266,3203,Savings,390805
3267,2137,Current,20505
3268,121,Savings,378106
3269,8804,Savings,126029
3270,5071,Savings,454080
3271,6850,Savings,388157
3272,2394,Savings,31391
3273,3048,Savings,45396
3274,6096,Current,457791
3275,2824,Savings,78160
3276,7193,Savings,31503
3277,7768,Current,101235
3278,3788,Current,341918
3279,430,Savings,309935
3280,4614,Current,361368
3281,3784,Current,120820
3282,3810,Current,217689
3283,7736,Current,185545
3284,4548,Current,14452
3285,1114,Current,42288
3286,6283,Savings,191096
3287,825,Current,469782
3288,905,Savings,192579
3289,9580,Savings,59371
3290,9691,Current,476264
3291,4412,Current,164884
3292,4692,Current,45298
3293,9446,Current,12416
3294,1028,Savings,85996
3295,3750,Current,63857
3296,607,Savings,369862
3297,8108,Current,77900
3298,3712,Current,377553
3299,4815,Savings,281871
3300,2766,Savings,499974
3301,2499,Current,325147
3302,8092,Savings,80342
3303,2582,Current,412783
3304,6919,Current,487619
3305,259,Current,354123
3306,4856,Savings,176838
3307,5531,Current,209742
3308,3577,Current,250143
3309,3437,Savings,186835
3310,5468,Current,224678
3311,5887,Current,284520
3312,364,Current,121944
3313,8315,Current,369520
3314,94,Savings,281217
3315,1468,Current,481184
3316,5609,Savings,454303
3317,5494,Savings,131418
3318,6645,Savings,251286
3319,6277,Current,199498
3320,5921,Current,255210
3321,9945,Savings,59253
3322,6157,Savings,306886
3323,4300,Current,34681
3324,5274,Current,78705
3325,7681,Current,87613
3326,6787,Current,268139
3327,3304,Savings,445009
3328,1501,Savings,280162
3329,3534,Current,376016
3330,572,Savings,239289
3331,2465,Current,266827
3332,1975,Savings,288035
3333,7313,Current,18591
3334,4017,Current,204914
3335,4251,Savings,391741
3336,3527,Savings,33334
3337,8690,Current,313139
3338,6420,Savings,77849
3339,2721,Savings,487770
3340,9692,Savings,220873
3341,377,Savings,435324
3342,3995,Savings,391753
3343,2281,Savings,202405
3344,8059,Current,495035
3345,9614,Current,447614
3346,2386,Savings,397452
3347,1053,Current,27835
3348,2106,Savings,310609
3349,330,Current,436084
3350,8402,Current,216000
3351,9900,Current,80222
3352,1780,Current,452622
3353,6457,Current,195964
3354,7315,Savings,389740
3355,4924,Savings,209672
3356,1651,Savings,33679
3357,8099,Savings,427881
3358,872,Current,133438
3359,6829,Savings,57823
3360,9212,Savings,117788
3361,8580,Current,163635
3362,2164,Current,322023
3363,8394,Savings,325170
3364,5101,Savings,82401
3365,9983,Savings,19825
3366,4869,Savings,222719
3367,6800,Current,393662
3368,2240,Current,162942
3369,5736,Current,470039
3370,259,Current,200426
3371,6941,Savings,35891
3372,9373,Current,223696
3373,6713,Current,174447
3374,249,Savings,41463
3375,9160,Current,289218
3376,9849,Current,238747
3377,7702,Savings,78499
3378,3360,Current,277998
3379,4149,Savings,30474
3380,7535,Savings,339572
3381,4141,Savings,366297
3382,6650,Current,354436
3383,4209,Current,61102
3384,8225,Savings,420857
3385,1792,Current,297245
3386,6883,Savings,322752
3387,1385,Savings,226614
3388,8999,Current,150377
3389,4569,Current,209830
3390,9001,Savings,151124
3391,8203,Current,174376
3392,6775,Current,483595
3393,1743,Savings,163306
3394,4550,Current,18755
3395,5252,Savings,459039
3396,3241,Savings,9879
3397,5709,Savings,239892
3398,1389,Current,374904
3399,7899,Current,362231
3400,4746,Current,238711
3401,5914,Current,5517
3402,8221,Savings,162600
3403,2457,Savings,294869
3404,955,Savings,91008
3405,7243,Current,143326
3406,5756,Savings,29863
3407,8632,Current,493945
3408,2066,Savings,138642
3409,7654,Savings,437876
3410,5784,Savings,416405
3411,2338,Savings,21462
3412,927,Current,130874
3413,9454,Current,128435
3414,9740,Savings,313024
3415,8223,Savings,259553
3416,5753,Savings,253628
3417,7265,Current,485066
3418,3809,Savings,341032
3419,261,Savings,68213
3420,7317,Savings,55618
3421,420,Current,50102
3422,9783,Savings,314692
3423,2865,Current,355284
3424,164,Current,358375
3425,7681,Savings,400641
3426,9683,Savings,46772
3427,5199,Current,280192
3428,5065,Savings,185945
3429,2172,Savings,72923
3430,4570,Savings,83865
3431,6570,Savings,69643
3432,9585,Current,72413
3433,6986,Savings,235780
3434,2634,Savings,394570
3435,731,Savings,123170
3436,59,Savings,96616
3437,334,Savings,411845
3438,7501,Current,367246
3439,3174,Savings,110039
3440,6788,Savings,178632
3441,2308,Savings,208330
3442,3564,Savings,55544
3443,1249,Savings,101391
3444,6121,Current,25450
3445,7139,Savings,242526
3446,5064,Savings,31973
3447,9434,Current,205648
3448,8200,Savings,92548
3449,4693,Current,118668
3450,4163,Savings,73959
3451,3398,Savings,490800
3452,440,Current,440121
3453,3852,Savings,268159
3454,2054,Current,441688
3455,8245,Savings,383702
3456,3964,Current,410847
3457,5273,Savings,322374
3458,7707,Current,308457
3459,9974,Current,127000
3460,3541,Current,236908
3461,4956,Current,149166
3462,3496,Savings,242806
3463,2998,Savings,470033
3464,1052,Current,148824
3465,7955,Savings,322736
3466,4979,Savings,217953
3467,7198,Savings,170851
3468,1270,Current,419524
3469,1470,Savings,428617
3470,7484,Savings,294846
3471,9069,Savings,318467
3472,1501,Savings,122375
3473,4574,Current,226820
3474,4756,Savings,435792
3475,8528,Savings,15224
3476,7109,Current,215081
3477,2724,Current,495897
3478,9691,Current,418094
3479,5048,Current,273695
3480,6024,Savings,454359
3481,522,Savings,34515
3482,8240,Savings,213227
3483,5077,Savings,316716
3484,96,Current,191548
3485,3462,Savings,167019
3486,7612,Current,401973
3487,598,Current,216928
3488,8275,Current,38981
3489,6220,Savings,129338
3490,1836,Current,204106
3491,5564,Savings,82457
3492,420,Savings,324504
3493,3140,Current,302498
3494,9712,Current,273219
3495,324,Savings,408469
3496,3239,Current,300224
3497,2361,Savings,387068
3498,2442,Savings,471088
3499,9555,Current,271826
3500,9647,Savings,72940
3501,3401,Current,30539
3502,6246,Current,73990
3503,3497,Savings,92893
3504,4209,Savings,17069
3505,5032,Current,23364
3506,2097,Current,407997
3507,8489,Savings,163771
3508,3067,Savings,113347
3509,5656,Savings,85863
3510,9065,Savings,391382
3511,6345,Current,10465
3512,9263,Savings,190091
3513,2039,Current,204714
3514,8098,Current,199984
3515,3287,Current,42586
3516,7296,Current,352372
3517,3601,Savings,39644
3518,7649,Current,443339
3519,7911,Savings,110074
3520,4974,Savings,311709
3521,7162,Current,321846
3522,1265,Current,250777
3523,2960,Current,314032
3524,1732,Current,406903
3525,4277,Current,60062
3526,9969,Current,499181
3527,9279,Current,346098
3528,2249,Current,206232
3529,9254,Savings,211993
3530,1727,Savings,448257
3531,314,Current,322702
3532,3747,Current,346011
3533,2931,Savings,251688
3534,1316,Current,363198
3535,7186,Current,217552
3536,6391,Current,231892
3537,614,Current,377033
3538,8119,Current,223420
3539,9828,Savings,230179
3540,661,Current,262290
3541,944,Savings,258398
3542,3782,Savings,275779
3543,4890,Savings,433034
3544,4882,Current,366357
3545,271,Savings,80912
3546,473,Savings,395712
3547,9474,Savings,347408
3548,708,Savings,343712
3549,4623,Current,326720
3550,2197,Current,413281
3551,6739,Savings,247777
3552,3921,Savings,136678
3553,9576,Savings,496273
3554,305,Current,407655
3555,5633,Savings,54676
3556,1720,Savings,416308
3557,3574,Savings,72368
3558,2715,Savings,66530
3559,9104,Savings,42995
3560,2370,Savings,390651
3561,7467,Savings,366598
3562,2255,Savings,248027
3563,2361,Savings,447083
3564,8118,Current,175881
3565,8132,Current,444872
3566,489,Savings,412088
3567,6442,Current,332635
3568,6492,Current,262996
3569,2423,Savings,352846
3570,2864,Savings,479453
3571,2802,Current,216132
3572,3530,Current,24725
3573,8068,Savings,438780
3574,6460,Savings,381060
3575,1693,Current,238270
3576,4901,Current,265679
3577,5885,Savings,111305
3578,7365,Savings,479045
3579,765,Savings,484204
3580,917,Current,344262
3581,8531,Savings,26037
3582,3083,Savings,391547
3583,2885,Savings,211735
3584,7268,Savings,442206
3585,4980,Savings,468255
3586,8553,Savings,302398
3587,956,Current,32236
3588,9310,Savings,35873
3589,4362,Savings,453026
3590,7957,Current,409559
3591,1541,Current,457098
3592,8726,Current,190963
3593,1987,Current,494444
3594,9774,Savings,221820
3595,3033,Current,147620
3596,150,Savings,421769
3597,2864,Current,220738
3598,5585,Current,446020
3599,7035,Current,185232
3600,6900,Savings,276431
3601,9626,Current,190310
3602,5871,Current,107493
3603,4709,Current,28888
3604,8878,Savings,174903
3605,6350,Current,47180
3606,35,Current,241248
3607,5893,Current,20997
3608,5339,Current,41212
3609,6869,Savings,275922
3610,611,Savings,264237
3611,1463,Savings,374676
3612,9685,Current,396356
3613,8373,Savings,198882
3614,4305,Savings,450916
3615,6074,Current,148879
3616,4409,Current,51260
3617,4428,Savings,21989
3618,3971,Savings,422819
3619,7162,Current,37068
3620,7710,Current,316027
3621,1011,Savings,213687
3622,9399,Current,220939
3623,7327,Current,324960
3624,5567,Current,429531
3625,9388,Current,428085
3626,3789,Savings,261587
3627,8491,Current,481877
3628,7978,Savings,473366
3629,4745,Current,483371
3630,3158,Savings,377788
3631,4637,Current,252384
3632,2393,Savings,118110
3633,1751,Savings,28661
3634,164,Savings,489639
3635,5206,Savings,200775
3636,4556,Current,253532
3637,762,Savings,196916
3638,4222,Current,433210
3639,3026,Current,102688
3640,6270,Current,63946
3641,2650,Savings,347896
3642,54,Savings,288661
3643,3226,Savings,32535
3644,4359,Current,401579
3645,687,Current,228680
3646,1725,Current,460402
3647,2166,Current,180668
3648,1840,Current,359167
3649,2699,Savings,39173
3650,7962,Current,238914
3651,3561,Savings,333101
3652,1153,Current,455033
3653,9673,Current,175347
3654,3797,Savings,176801
3655,9701,Savings,101767
3656,2757,Savings,107513
3657,834,Current,443618
3658,5125,Current,258535
3659,3009,Savings,416787
3660,4066,Current,56572
3661,7799,Current,285262
3662,183,Current,491001
3663,343,Current,72285
3664,5363,Current,262077
3665,6754,Current,190745
3666,1107,Savings,340894
3667,2949,Current,192480
3668,1417,Current,182482
3669,2889,Savings,136008
3670,120,Current,125896
3671,9637,Current,277021
3672,2904,Savings,428251
3673,3011,Current,269464
3674,3105,Savings,484574
3675,8523,Savings,225697
3676,3413,Savings,5291
3677,8198,Current,450004
3678,2896,Savings,52972
3679,2067,Current,69156
3680,4423,Savings,296372
3681,8523,Savings,405681
3682,1838,Savings,162582
3683,8830,Savings,308740
3684,2331,Savings,284803
3685,3104,Savings,58157
3686,9959,Savings,263858
3687,9322,Current,376429
3688,9292,Current,142920
3689,3507,Savings,493201
3690,8811,Savings,41040
3691,4677,Savings,204882
3692,3009,Savings,375155
3693,7821,Savings,305660
3694,9331,Current,376203
3695,6926,Current,306464
3696,2948,Current,477726
3697,6388,Savings,339538
3698,8858,Current,345440
3699,6971,Current,203389
3700,3518,Savings,161700
3701,3978,Current,128814
3702,6702,Savings,125264
3703,1181,Current,218780
3704,7975,Current,367376
3705,2232,Current,75116
3706,9381,Savings,22511
3707,9257,Savings,450152
3708,5089,Current,329889
3709,7944,Savings,166659
3710,7258,Savings,309380
3711,3266,Current,211564
3712,4735,Savings,288003
3713,8960,Savings,176511
3714,9375,Current,488633
3715,9721,Savings,29036
3716,2746,Savings,83547
3717,3692,Current,369987
3718,9838,Savings,317005
3719,2313,Current,367507
3720,3713,Savings,398046
3721,104,Savings,410740
3722,109,Current,472700
3723,429,Savings,457155
3724,4821,Current,123747
3725,8721,Savings,74826
3726,3289,Savings,114835
3727,955,Savings,496599
3728,885,Current,102885
3729,4272,Savings,327801
3730,8579,Current,248030
3731,4371,Current,371183
3732,1694,Current,17309
3733,6773,Current,415944
3734,1573,Savings,92777
3735,9004,Savings,45000
3736,2634,Savings,172005
3737,3829,Savings,111044
3738,9548,Savings,192732
3739,4749,Savings,30763
3740,1076,Savings,312701
3741,8366,Savings,233420
3742,9098,Current,30733
3743,9719,Current,224588
3744,2233,Savings,157784
3745,9055,Current,342744
3746,8725,Current,414405
3747,4890,Current,139829
3748,5491,Savings,363331
3749,1192,Savings,60479
3750,350,Current,77056
3751,4297,Current,41313
3752,9533,Current,466097
3753,5917,Current,9348
3754,9063,Current,431198
3755,5942,Savings,495451
3756,7341,Savings,311883
3757,2548,Savings,121826
3758,1019,Savings,432126
3759,5784,Savings,90011
3760,9128,Current,124042
3761,9685,Current,490869
3762,9458,Savings,475766
3763,8900,Current,171350
3764,5179,Savings,209061
3765,2412,Current,163121
3766,137,Savings,379279
3767,7997,Current,62462
3768,7290,Savings,54990
3769,5633,Savings,59214
3770,9931,Savings,71920
3771,2867,Savings,25478
3772,1115,Savings,74942
3773,4860,Current,384385
3774,6163,Current,100446
3775,7342,Current,78360
3776,8597,Current,344910
3777,728,Current,346359
3778,9262,Savings,100468
3779,1907,Savings,244929
3780,815,Current,309424
3781,6128,Savings,298340
3782,7817,Savings,114462
3783,5466,Current,462264
3784,930,Current,442461
3785,2636,Current,450206
3786,2013,Savings,372741
3787,9375,Current,20933
3788,5676,Current,314877
3789,4996,Current,405728
3790,92,Current,448254
3791,8548,Current,374037
3792,4116,Savings,477256
3793,2961,Current,364426
3794,2726,Savings,52150
3795,6719,Savings,247356
3796,3323,Savings,349389
3797,6871,Savings,111288
3798,1733,Savings,347578
3799,3175,Current,212860
3800,971,Savings,54873
3801,8961,Current,499376
3802,5597,Current,5983
3803,6010,Current,262460
3804,6315,Savings,224175
3805,9899,Savings,62498
3806,4090,Savings,168124
3807,7418,Savings,134318
3808,4903,Current,219494
3809,2211,Current,240203
3810,7673,Savings,84973
3811,8640,Current,407120
3812,2363,Savings,390569
3813,2053,Current,184504
3814,8429,Current,207103
3815,4,Current,409976
3816,4737,Current,295536
3817,710,Current,76883
3818,2931,Current,349691
3819,7229,Savings,497284
3820,4192,Current,279601
3821,5107,Savings,65137
3822,8636,Savings,381928
3823,3870,Savings,349439
3824,1053,Current,472658
3825,7286,Savings,56333
3826,1047,Savings,276117
3827,818,Current,414950
3828,2031,Current,362514
3829,4498,Savings,108767
3830,690,Savings,488393
3831,913,Savings,187072
3832,998,Current,365548
3833,7777,Savings,305359
3834,6871,Savings,368109
3835,9087,Current,54435
3836,4405,Current,43710
3837,564,Current,396593
3838,7635,Current,481879
3839,8464,Current,340649
3840,1902,Savings,387821
3841,4231,Current,55352
3842,1550,Savings,293090
3843,6979,Savings,391110
3844,4613,Savings,148463
3845,8566,Savings,308885
3846,6684,Savings,468201
3847,9043,Savings,146830
3848,3275,Savings,245277
3849,7941,Savings,471079
3850,9460,Current,386903
3851,9856,Savings,382174
3852,5545,Current,347226
3853,1692,Current,150879
3854,6388,Savings,233301
3855,8580,Current,461221
3856,9939,Current,270145
3857,9877,Current,54458
3858,2085,Savings,420769
3859,4112,Savings,26621
3860,4076,Current,18493
3861,5604,Savings,139840
3862,5665,Savings,347732
3863,9161,Savings,401494
3864,94,Current,101752
3865,1170,Savings,34542
3866,6761,Savings,184069
3867,6671,Savings,144197
3868,8936,Savings,77218
3869,5669,Savings,370153
3870,1161,Current,259821
3871,4400,Current,198501
3872,189,Current,62283
3873,7481,Current,13161
3874,6946,Savings,65435
3875,9981,Current,185478
3876,4852,Savings,420516
3877,1859,Current,297259
3878,7593,Savings,308064
3879,111,Current,493502
3880,7842,Current,254820
3881,213,Savings,456513
3882,5620,Savings,394283
3883,7466,Current,101914
3884,8586,Current,403177
3885,2296,Savings,231729
3886,8832,Savings,254489
3887,5412,Current,52595
3888,3791,Current,313645
3889,2651,Savings,16360
3890,9737,Current,13919
3891,8457,Savings,250317
3892,5594,Savings,137797
3893,2761,Current,208723
3894,6545,Current,244777
3895,7685,Savings,287563
3896,3921,Savings,47124
3897,8261,Current,5700
3898,9471,Savings,478715
3899,3785,Current,343388
3900,3413,Savings,272279
3901,5389,Savings,190888
3902,1923,Savings,425082
3903,4419,Current,209800
3904,7693,Current,404805
3905,2629,Savings,154389
3906,5498,Savings,87793
3907,2715,Savings,163339
3908,2994,Current,133406
3909,3515,Savings,70705
3910,4475,Current,165121
3911,4889,Savings,91133
3912,3411,Savings,330606
3913,4215,Current,60416
3914,2844,Savings,263456
3915,6459,Current,359459
3916,1838,Savings,450320
3917,9019,Current,272246
3918,2201,Savings,434837
3919,8497,Current,433481
3920,2605,Current,207072
3921,3438,Current,39649
3922,4217,Current,366185
3923,4258,Current,53613
3924,6428,Savings,482838
3925,8659,Savings,398640
3926,2366,Savings,351832
3927,4184,Savings,124774
3928,3835,Current,43674
3929,1420,Savings,481203
3930,9731,Current,275990
3931,3568,Current,311526
3932,7461,Savings,290408
3933,979,Savings,84383
3934,1706,Current,276747
3935,6583,Savings,202553
3936,4127,Current,104814
3937,4993,Current,465085
3938,958,Savings,409981
3939,5148,Current,479207
3940,2755,Savings,424639
3941,966,Savings,413921
3942,492,Savings,289739
3943,5575,Savings,208903
3944,7156,Savings,294712
3945,484,Current,39134
3946,7350,Current,115643
3947,5081,Current,309326
3948,338,Savings,254194
3949,6757,Savings,146491
3950,4569,Savings,106808
3951,4052,Savings,363220
3952,935,Savings,314480
3953,4260,Current,140386
3954,7053,Current,337121
3955,7822,Savings,174377
3956,9103,Savings,307369
3957,9930,Current,47177
3958,3299,Savings,264126
3959,6144,Current,234666
3960,8146,Savings,282452
3961,8218,Current,436100
3962,9951,Current,152093
3963,8617,Savings,496886
3964,4430,Current,312334
3965,5602,Savings,448979
3966,7040,Savings,438454
3967,957,Savings,137640
3968,664,Current,471301
3969,5087,Savings,108527
3970,454,Current,334908
3971,2194,Savings,297908
3972,7774,Current,292837
3973,8271,Current,158876
3974,6539,Savings,173520
3975,9466,Savings,257374
3976,377,Savings,331293
3977,8466,Current,488328
3978,8257,Current,97023
3979,2376,Current,475651
3980,7846,Savings,316233
3981,5583,Current,283355
3982,438,Current,450931
3983,8027,Savings,351081
3984,1780,Savings,315470
3985,1319,Savings,240783
3986,68,Current,390774
3987,5724,Savings,102856
3988,8476,Current,17345
3989,4566,Current,256452
3990,646,Current,165197
3991,2731,Savings,369466
3992,3634,Current,431767
3993,7604,Savings,184515
3994,9325,Current,329942
3995,4639,Current,166805
3996,818,Current,345364
3997,7184,Savings,69223
3998,3982,Savings,122186
3999,8138,Savings,230429
4000,2673,Savings,259048
4001,4003,Savings,446727
4002,9675,Current,106187
4003,1700,Current,76066
4004,7165,Current,65648
4005,9159,Savings,229001
4006,9795,Current,174857
4007,1664,Savings,341897
4008,4150,Savings,433730
4009,7981,Savings,294384
4010,5805,Current,432441
4011,3434,Current,137670
4012,666,Current,308911
4013,296,Current,389750
4014,2451,Current,394785
4015,9571,Current,410946
4016,4885,Current,188591
4017,8405,Savings,276163
4018,9021,Current,329098
4019,4928,Savings,155198
4020,3819,Current,243499
4021,38,Current,336811
4022,268,Savings,5356
4023,8718,Current,228171
4024,8470,Current,325864
4025,2924,Current,373984
4026,778,Savings,382575
4027,7794,Savings,423021
4028,9578,Current,80986
4029,5218,Savings,156001
4030,4775,Current,397622
4031,7998,Current,87512
4032,5099,Current,415795
4033,4247,Savings,409292
4034,995,Savings,459924
4035,3075,Current,206312
4036,3532,Savings,329779
4037,7820,Savings,88988
4038,3051,Savings,332207
4039,6771,Current,197108
4040,8445,Savings,91933
4041,534,Savings,333766
4042,7100,Savings,481551
4043,7373,Savings,362822
4044,124,Savings,420122
4045,4398,Current,343165
4046,4469,Savings,280712
4047,200,Savings,271502
4048,8816,Savings,285898
4049,4485,Savings,446448
4050,4043,Current,13395
4051,9288,Savings,316761
4052,6735,Savings,354680
4053,127,Savings,321557
4054,8435,Current,414965
4055,5472,Savings,452825
4056,7455,Current,70204
4057,9398,Savings,477870
4058,4484,Current,419261
4059,8142,Savings,425057
4060,9472,Current,151454
4061,3041,Savings,335303
4062,7168,Current,80993
4063,5258,Savings,210844
4064,8571,Current,402168
4065,8480,Current,122597
